,category
85684,1
90671,1
92510,1
79810,1
41989,0
86272,1
37541,0
31558,0
83558,1
42923,0
96820,1
68119,1
59756,1
75786,1
89120,1
91640,1
63664,1
49762,0
15941,0
13679,0
34212,0
67031,1
30186,0
73880,1
99931,1
87572,1
83155,1
54645,1
35350,0
74737,1
36301,0
187,0
87585,1
31041,0
75129,1
20779,0
4015,0
31513,0
43446,0
41559,0
70915,1
32885,0
43913,0
19962,0
78798,1
53240,1
53763,1
48819,0
21513,0
49136,0
42390,0
44325,0
22141,0
12816,0
31857,0
88824,1
93950,1
8084,0
4345,0
1993,0
64744,1
44127,0
8179,0
4216,0
82730,1
99846,1
95532,1
59818,1
5454,0
2284,0
23179,0
19587,0
73270,1
99681,1
61388,1
41135,0
82696,1
2001,0
12232,0
28276,0
84026,1
89684,1
4413,0
87800,1
78552,1
23401,0
78926,1
94339,1
94767,1
98235,1
92463,1
77573,1
86069,1
36134,0
49314,0
64692,1
82797,1
8052,0
567,0
82248,1
35596,0
95612,1
83709,1
90009,1
19867,0
950,0
34491,0
44581,0
50945,1
72338,1
29969,0
44050,0
82718,1
39050,0
72729,1
77298,1
77409,1
53289,1
28672,0
78026,1
16447,0
96185,1
97496,1
60606,1
34991,0
5163,0
87332,1
738,0
26137,0
45608,0
32990,0
82547,1
70064,1
61455,1
23074,0
49125,0
92233,1
93514,1
17383,0
28990,0
88313,1
49139,0
98055,1
59268,1
16742,0
11734,0
26807,0
92798,1
13688,0
58041,1
27056,0
34285,0
5567,0
93772,1
64589,1
46141,0
8543,0
29712,0
77658,1
8372,0
62394,1
71802,1
14749,0
36453,0
13292,0
93125,1
78415,1
37250,0
68078,1
82049,1
45708,0
35876,0
10415,0
79659,1
85514,1
90134,1
74133,1
14041,0
45680,0
25424,0
74187,1
89787,1
58452,1
71993,1
23834,0
24037,0
99286,1
53973,1
88984,1
76269,1
93179,1
59593,1
14638,0
21417,0
52140,1
755,0
62908,1
37901,0
94495,1
48916,0
38962,0
70928,1
15136,0
96527,1
60879,1
64616,1
35587,0
96256,1
39850,0
19656,0
38081,0
34127,0
26664,0
83584,1
70762,1
43360,0
98479,1
65538,1
42518,0
11009,0
25821,0
6642,0
6368,0
74057,1
37571,0
22082,0
82310,1
24139,0
11533,0
74297,1
89884,1
4856,0
56764,1
26110,0
83028,1
43878,0
84071,1
69230,1
55265,1
54389,1
87202,1
87124,1
74460,1
41380,0
12573,0
14561,0
90405,1
87082,1
3162,0
89076,1
91291,1
89677,1
76881,1
88564,1
92944,1
64248,1
81097,1
97611,1
85682,1
7153,0
54513,1
10744,0
29109,0
53481,1
2764,0
56013,1
29036,0
6007,0
10026,0
71013,1
87425,1
93579,1
11044,0
2936,0
40765,0
92782,1
68015,1
19014,0
79947,1
60812,1
30330,0
23300,0
42798,0
92729,1
98211,1
78683,1
6155,0
68976,1
3588,0
98094,1
30334,0
81808,1
75267,1
54976,1
36084,0
69646,1
28025,0
56784,1
42675,0
78416,1
84164,1
32745,0
4359,0
71389,1
89110,1
63348,1
93819,1
93458,1
62047,1
77882,1
80678,1
61934,1
1107,0
43081,0
46899,0
53450,1
19615,0
1090,0
18343,0
13205,0
98759,1
84329,1
41854,0
55509,1
96066,1
5991,0
37910,0
85825,1
66787,1
16505,0
29590,0
3981,0
89701,1
59481,1
14479,0
67939,1
31783,0
63242,1
14488,0
99798,1
46333,0
72258,1
41270,0
2730,0
8645,0
23311,0
96600,1
5866,0
92352,1
10663,0
21640,0
48100,0
81518,1
20143,0
92245,1
7873,0
99606,1
33686,0
88125,1
13100,0
38013,0
14387,0
40521,0
22636,0
90669,1
21864,0
84300,1
41776,0
34106,0
73009,1
20916,0
5707,0
62968,1
83990,1
20050,0
98339,1
95873,1
42233,0
94087,1
22852,0
87633,1
84386,1
92681,1
14398,0
97780,1
69733,1
51498,1
94057,1
73505,1
87384,1
76605,1
15103,0
70721,1
45661,0
11809,0
57741,1
568,0
63671,1
33907,0
19842,0
69572,1
61396,1
18104,0
14568,0
86622,1
21062,0
18551,0
45267,0
48131,0
8411,0
9294,0
66606,1
48057,0
28608,0
60574,1
95752,1
38364,0
78702,1
67067,1
29010,0
36194,0
70094,1
44638,0
61495,1
51062,1
52396,1
40485,0
82431,1
95683,1
43160,0
3061,0
64284,1
14322,0
26750,0
29796,0
64076,1
25553,0
5337,0
39074,0
46236,0
34569,0
52574,1
91049,1
66241,1
26208,0
63683,1
49295,0
74098,1
34524,0
38242,0
80364,1
23985,0
26226,0
55263,1
41616,0
73821,1
8225,0
76246,1
64242,1
70194,1
35241,0
30199,0
45493,0
54153,1
47525,0
83762,1
82429,1
6077,0
38339,0
32977,0
35201,0
24719,0
37557,0
5350,0
99652,1
82743,1
50195,1
9317,0
9586,0
62546,1
84899,1
49455,0
88610,1
79544,1
8259,0
26503,0
31473,0
1402,0
88013,1
19189,0
47209,0
38990,0
20616,0
67436,1
93900,1
31313,0
37274,0
53678,1
74835,1
52762,1
81026,1
14981,0
116,0
87230,1
66542,1
67921,1
1396,0
33030,0
87084,1
92739,1
93145,1
53529,1
53076,1
26052,0
15499,0
32161,0
63829,1
21392,0
42795,0
44336,0
7748,0
6143,0
94344,1
1157,0
65655,1
14282,0
23493,0
22240,0
13060,0
65892,1
69499,1
38142,0
28353,0
37377,0
53434,1
24398,0
3878,0
48953,0
20510,0
21047,0
71110,1
53323,1
48573,0
69450,1
68285,1
8302,0
44008,0
28233,0
98189,1
20300,0
72236,1
96961,1
65406,1
13473,0
4177,0
65226,1
46616,0
84337,1
7798,0
10108,0
51088,1
83483,1
40279,0
41021,0
45602,0
27000,0
64783,1
41986,0
73596,1
76287,1
27065,0
78185,1
39576,0
80092,1
35903,0
35337,0
63079,1
38953,0
33420,0
90095,1
59773,1
55448,1
79038,1
26670,0
2190,0
55708,1
75963,1
38802,0
193,0
54924,1
992,0
93838,1
27909,0
32938,0
69589,1
74503,1
2252,0
87192,1
35435,0
81864,1
41328,0
9396,0
70978,1
17463,0
82285,1
3779,0
37828,0
86454,1
14110,0
66450,1
718,0
76851,1
15663,0
61993,1
15341,0
66936,1
71178,1
19398,0
2587,0
37573,0
31651,0
49482,0
77688,1
1894,0
56736,1
16678,0
93070,1
40101,0
51361,1
3100,0
28291,0
24137,0
73022,1
38689,0
52609,1
50465,1
92922,1
23292,0
40008,0
92753,1
90187,1
42198,0
35686,0
51806,1
3017,0
56986,1
83896,1
41261,0
22816,0
87243,1
24900,0
80255,1
50937,1
82437,1
39212,0
29247,0
37595,0
37194,0
32036,0
21483,0
88605,1
40400,0
74036,1
86219,1
55210,1
1599,0
12964,0
20797,0
14175,0
56608,1
32116,0
9329,0
41018,0
37515,0
49545,0
77912,1
95533,1
2738,0
56408,1
59813,1
81234,1
77943,1
10803,0
90288,1
82852,1
70961,1
7678,0
99745,1
70287,1
83193,1
7229,0
551,0
97624,1
35550,0
48071,0
94246,1
61040,1
39188,0
58421,1
80854,1
90244,1
8648,0
45419,0
43601,0
59042,1
26492,0
18422,0
99339,1
68875,1
61492,1
67881,1
72970,1
94110,1
98862,1
43692,0
40079,0
25237,0
21221,0
19249,0
13236,0
52806,1
6381,0
8608,0
88633,1
27667,0
82967,1
43242,0
75522,1
46741,0
67151,1
92210,1
52659,1
91259,1
37650,0
14837,0
66889,1
65935,1
70060,1
83602,1
91487,1
66169,1
97010,1
24326,0
10318,0
5999,0
25191,0
37260,0
91751,1
33291,0
5066,0
15403,0
15974,0
12119,0
19947,0
37662,0
57676,1
38100,0
45703,0
32317,0
61988,1
40950,0
80302,1
3177,0
11006,0
75203,1
36487,0
98007,1
11953,0
87320,1
18762,0
69656,1
94847,1
6550,0
56822,1
62291,1
54092,1
44775,0
1032,0
51454,1
72589,1
86126,1
62952,1
55375,1
85250,1
47455,0
72120,1
35997,0
93625,1
48504,0
51501,1
1661,0
25035,0
36787,0
87324,1
54472,1
54326,1
44130,0
14107,0
13770,0
41379,0
78740,1
85383,1
35363,0
25965,0
5156,0
11659,0
66996,1
88693,1
85571,1
94143,1
44698,0
98315,1
93616,1
56791,1
18849,0
62396,1
48486,0
44424,0
69709,1
15745,0
67749,1
28881,0
30475,0
22752,0
22668,0
25887,0
23741,0
52570,1
92189,1
22627,0
80820,1
56375,1
78368,1
84000,1
24966,0
89273,1
27655,0
99817,1
69736,1
83998,1
18267,0
55142,1
41966,0
7192,0
21452,0
5941,0
22318,0
44997,0
63124,1
16443,0
93919,1
14486,0
95843,1
53989,1
46024,0
86046,1
79307,1
52847,1
40259,0
54929,1
12960,0
45023,0
39221,0
63413,1
28653,0
81162,1
3972,0
97107,1
57960,1
93440,1
4496,0
9580,0
28501,0
29422,0
92558,1
96952,1
42750,0
19031,0
1246,0
93201,1
29917,0
52276,1
26772,0
31407,0
900,0
28727,0
19961,0
84221,1
5375,0
30299,0
33765,0
29307,0
42855,0
2775,0
4704,0
75518,1
82874,1
19037,0
26777,0
87689,1
40024,0
66496,1
61463,1
40460,0
49474,0
92058,1
72167,1
60288,1
4487,0
81437,1
80529,1
92969,1
49659,0
97798,1
24189,0
48669,0
66438,1
9238,0
3517,0
83059,1
79493,1
10183,0
1386,0
31716,0
9212,0
15097,0
72017,1
98294,1
2852,0
14477,0
86232,1
61277,1
45574,0
66571,1
37750,0
43017,0
95132,1
14927,0
81848,1
11688,0
23769,0
42542,0
92157,1
66602,1
29258,0
71649,1
86819,1
21735,0
57666,1
99320,1
55280,1
43853,0
61303,1
97345,1
23446,0
8124,0
57965,1
66846,1
84643,1
91274,1
53875,1
7735,0
26317,0
37082,0
85083,1
53065,1
48519,0
17569,0
56339,1
43061,0
6807,0
39950,0
20053,0
69438,1
58289,1
39038,0
79492,1
27924,0
75613,1
1990,0
41481,0
58372,1
90280,1
56952,1
34420,0
57860,1
39435,0
66845,1
78471,1
93958,1
27377,0
51959,1
21194,0
40002,0
41231,0
59853,1
77150,1
22548,0
32021,0
77963,1
46243,0
78527,1
53585,1
4556,0
58577,1
80675,1
67802,1
17561,0
58327,1
60973,1
6595,0
76119,1
65895,1
87865,1
69297,1
83863,1
47641,0
46687,0
51041,1
81880,1
14531,0
8162,0
58994,1
46514,0
43087,0
95741,1
95371,1
33002,0
26413,0
52206,1
5549,0
95667,1
97676,1
52478,1
33834,0
97649,1
35057,0
54662,1
53667,1
97474,1
31170,0
63682,1
94989,1
62266,1
87566,1
95140,1
18211,0
55014,1
90052,1
76291,1
67811,1
18684,0
85244,1
65445,1
35021,0
63885,1
50307,1
99461,1
48865,0
97030,1
69151,1
21602,0
16262,0
6990,0
70971,1
25865,0
55965,1
43267,0
79178,1
86270,1
42062,0
5153,0
19966,0
83707,1
94952,1
6486,0
65382,1
84951,1
47273,0
11256,0
12335,0
37563,0
4910,0
26841,0
89196,1
82002,1
60631,1
63026,1
20518,0
3248,0
6237,0
45318,0
24030,0
78662,1
23355,0
46902,0
36124,0
15430,0
62691,1
45052,0
31573,0
70451,1
62484,1
44154,0
72124,1
80642,1
26922,0
82336,1
48067,0
53024,1
86196,1
42207,0
27475,0
32230,0
17540,0
28859,0
91126,1
96783,1
79442,1
54434,1
6098,0
3027,0
87562,1
76047,1
89083,1
69206,1
60970,1
64499,1
50740,1
13956,0
19374,0
9874,0
14025,0
33941,0
33428,0
67709,1
17480,0
54410,1
49650,0
11983,0
68943,1
52162,1
16787,0
77102,1
60752,1
20124,0
91726,1
40753,0
77100,1
23683,0
17549,0
8681,0
39062,0
27947,0
21563,0
65196,1
63585,1
5485,0
16403,0
82642,1
92050,1
13081,0
31832,0
77213,1
43252,0
44571,0
50345,1
23330,0
72310,1
945,0
81730,1
98039,1
73509,1
21865,0
84920,1
45857,0
59025,1
49478,0
67584,1
16563,0
41260,0
77802,1
89335,1
7471,0
87997,1
20766,0
28988,0
19183,0
36393,0
84853,1
8552,0
81546,1
63855,1
52182,1
10274,0
68072,1
40451,0
43989,0
7458,0
18435,0
57793,1
57360,1
26901,0
78828,1
36214,0
97930,1
35843,0
71619,1
56867,1
33663,0
60832,1
6331,0
51165,1
21145,0
27126,0
15695,0
87270,1
14841,0
71673,1
59247,1
95824,1
65749,1
82740,1
29137,0
57952,1
1128,0
48961,0
77084,1
86253,1
19854,0
35208,0
8473,0
12928,0
18219,0
10759,0
396,0
68094,1
29627,0
71803,1
47496,0
69628,1
99352,1
60163,1
303,0
81309,1
7523,0
15170,0
70314,1
97058,1
91460,1
93494,1
68333,1
27410,0
58952,1
88683,1
83979,1
34755,0
58066,1
25324,0
90519,1
98908,1
70327,1
89137,1
4012,0
83943,1
49379,0
89403,1
41385,0
1351,0
51852,1
13695,0
22305,0
3476,0
90939,1
27408,0
28952,0
86571,1
94957,1
45663,0
16923,0
49179,0
82350,1
80745,1
36210,0
69259,1
69922,1
75894,1
74174,1
22652,0
34541,0
64687,1
58959,1
45523,0
62242,1
61128,1
76887,1
72393,1
20990,0
23513,0
69416,1
10251,0
18970,0
64121,1
90371,1
1219,0
88035,1
89441,1
54641,1
95538,1
25918,0
38482,0
47987,0
56483,1
80535,1
62285,1
15975,0
9119,0
11605,0
25802,0
26910,0
24890,0
